Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power IT Light Other White
229,8,17,0,2,Saturday,405.299
229,8,17,0,3,Saturday,381.340
229,8,17,0,4,Saturday,376.568
229,8,17,0,5,Saturday,385.406
229,8,17,0,6,Saturday,409.170
229,8,17,0,7,Saturday,474.530
229,8,17,0,8,Saturday,562.827
229,8,17,0,9,Saturday,628.813
229,8,17,0,10,Saturday,707.826
229,8,17,0,11,Saturday,772.536
229,8,17,0,12,Saturday,767.860
229,8,17,0,13,Saturday,732.757
229,8,17,0,14,Saturday,734.897
229,8,17,0,15,Saturday,705.976
229,8,17,0,16,Saturday,721.216
229,8,17,0,17,Saturday,757.457
229,8,17,0,18,Saturday,822.663
229,8,17,0,19,Saturday,890.437
229,8,17,0,20,Saturday,895.042
229,8,17,0,21,Saturday,886.917
229,8,17,0,22,Saturday,808.564
229,8,17,0,23,Saturday,645.822
229,8,17,0,24,Saturday,532.946
230,8,18,0,1,Sunday,458.217
230,8,18,0,2,Sunday,405.299
230,8,18,0,3,Sunday,381.340
230,8,18,0,4,Sunday,376.568
230,8,18,0,5,Sunday,385.406
230,8,18,0,6,Sunday,409.170
230,8,18,0,7,Sunday,474.530
230,8,18,0,8,Sunday,562.827
230,8,18,0,9,Sunday,628.813
230,8,18,0,10,Sunday,707.826
230,8,18,0,11,Sunday,772.536
230,8,18,0,12,Sunday,767.860
230,8,18,0,13,Sunday,732.757
230,8,18,0,14,Sunday,734.897
230,8,18,0,15,Sunday,705.976
230,8,18,0,16,Sunday,721.216
230,8,18,0,17,Sunday,757.457
230,8,18,0,18,Sunday,822.663
230,8,18,0,19,Sunday,890.437
230,8,18,0,20,Sunday,895.042
230,8,18,0,21,Sunday,886.917
230,8,18,0,22,Sunday,808.564
230,8,18,0,23,Sunday,645.822
230,8,18,0,24,Sunday,532.946
231,8,19,0,1,Monday,436.366
231,8,19,0,2,Monday,391.849
231,8,19,0,3,Monday,377.207
231,8,19,0,4,Monday,377.182
231,8,19,0,5,Monday,386.319
231,8,19,0,6,Monday,457.296
231,8,19,0,7,Monday,601.097
231,8,19,0,8,Monday,692.440
231,8,19,0,9,Monday,633.169
231,8,19,0,10,Monday,574.877
231,8,19,0,11,Monday,566.440
231,8,19,0,12,Monday,559.208
231,8,19,0,13,Monday,572.326
231,8,19,0,14,Monday,570.211
231,8,19,0,15,Monday,568.492
231,8,19,0,16,Monday,556.868
231,8,19,0,17,Monday,577.726
231,8,19,0,18,Monday,726.026
231,8,19,0,19,Monday,839.742
231,8,19,0,20,Monday,882.235
231,8,19,0,21,Monday,897.694
231,8,19,0,22,Monday,803.607
231,8,19,0,23,Monday,648.874
231,8,19,0,24,Monday,518.770
232,8,20,0,1,Tuesday,436.366
232,8,20,0,2,Tuesday,391.849
232,8,20,0,3,Tuesday,377.207
232,8,20,0,4,Tuesday,377.182
232,8,20,0,5,Tuesday,386.319
232,8,20,0,6,Tuesday,457.296
232,8,20,0,7,Tuesday,601.097
232,8,20,0,8,Tuesday,692.440
232,8,20,0,9,Tuesday,633.169
232,8,20,0,10,Tuesday,574.877
232,8,20,0,11,Tuesday,566.440
232,8,20,0,12,Tuesday,559.208
232,8,20,0,13,Tuesday,572.326
232,8,20,0,14,Tuesday,570.211
232,8,20,0,15,Tuesday,568.492
232,8,20,0,16,Tuesday,556.868
232,8,20,0,17,Tuesday,577.726
232,8,20,0,18,Tuesday,726.026
232,8,20,0,19,Tuesday,839.742
232,8,20,0,20,Tuesday,882.235
232,8,20,0,21,Tuesday,897.694
232,8,20,0,22,Tuesday,803.607
232,8,20,0,23,Tuesday,648.874
232,8,20,0,24,Tuesday,518.770
233,8,21,0,1,Wednesday,436.366
233,8,21,0,2,Wednesday,391.849
233,8,21,0,3,Wednesday,377.207
233,8,21,0,4,Wednesday,377.182
233,8,21,0,5,Wednesday,386.319
233,8,21,0,6,Wednesday,457.296
233,8,21,0,7,Wednesday,601.097
233,8,21,0,8,Wednesday,692.440
233,8,21,0,9,Wednesday,633.169
233,8,21,0,10,Wednesday,574.877
233,8,21,0,11,Wednesday,566.440
233,8,21,0,12,Wednesday,559.208
233,8,21,0,13,Wednesday,572.326
233,8,21,0,14,Wednesday,570.211
233,8,21,0,15,Wednesday,568.492
233,8,21,0,16,Wednesday,556.868
233,8,21,0,17,Wednesday,577.726
233,8,21,0,18,Wednesday,726.026
233,8,21,0,19,Wednesday,839.742
233,8,21,0,20,Wednesday,882.235
233,8,21,0,21,Wednesday,897.694
233,8,21,0,22,Wednesday,803.607
233,8,21,0,23,Wednesday,648.874
233,8,21,0,24,Wednesday,518.770
234,8,22,0,1,Thursday,436.366
234,8,22,0,2,Thursday,391.849
234,8,22,0,3,Thursday,377.207
234,8,22,0,4,Thursday,377.182
234,8,22,0,5,Thursday,386.319
234,8,22,0,6,Thursday,457.296
234,8,22,0,7,Thursday,601.097
234,8,22,0,8,Thursday,692.440
234,8,22,0,9,Thursday,633.169
234,8,22,0,10,Thursday,574.877
234,8,22,0,11,Thursday,566.440
234,8,22,0,12,Thursday,559.208
234,8,22,0,13,Thursday,572.326
234,8,22,0,14,Thursday,570.211
234,8,22,0,15,Thursday,568.492
234,8,22,0,16,Thursday,556.868
234,8,22,0,17,Thursday,577.726
234,8,22,0,18,Thursday,726.026
234,8,22,0,19,Thursday,839.742
234,8,22,0,20,Thursday,882.235
234,8,22,0,21,Thursday,897.694
234,8,22,0,22,Thursday,803.607
234,8,22,0,23,Thursday,648.874
234,8,22,0,24,Thursday,518.770
235,8,23,0,1,Friday,436.366
235,8,23,0,2,Friday,391.849
235,8,23,0,3,Friday,377.207
235,8,23,0,4,Friday,377.182
235,8,23,0,5,Friday,386.319
235,8,23,0,6,Friday,457.296
235,8,23,0,7,Friday,601.097
235,8,23,0,8,Friday,692.440
235,8,23,0,9,Friday,633.169
235,8,23,0,10,Friday,574.877
235,8,23,0,11,Friday,566.440
235,8,23,0,12,Friday,559.208
235,8,23,0,13,Friday,572.326
235,8,23,0,14,Friday,570.211
235,8,23,0,15,Friday,568.492
235,8,23,0,16,Friday,556.868
235,8,23,0,17,Friday,577.726
235,8,23,0,18,Friday,726.026
235,8,23,0,19,Friday,839.742
235,8,23,0,20,Friday,882.235
235,8,23,0,21,Friday,897.694
235,8,23,0,22,Friday,803.607
235,8,23,0,23,Friday,648.874
235,8,23,0,24,Friday,518.770
236,8,24,0,1,Saturday,458.217
236,8,24,0,2,Saturday,405.299
236,8,24,0,3,Saturday,381.340
236,8,24,0,4,Saturday,376.568
236,8,24,0,5,Saturday,385.406
236,8,24,0,6,Saturday,409.170
236,8,24,0,7,Saturday,474.530
236,8,24,0,8,Saturday,562.827
236,8,24,0,9,Saturday,628.813
236,8,24,0,10,Saturday,707.826
236,8,24,0,11,Saturday,772.536
236,8,24,0,12,Saturday,767.860
236,8,24,0,13,Saturday,732.757
236,8,24,0,14,Saturday,734.897
236,8,24,0,15,Saturday,705.976
236,8,24,0,16,Saturday,721.216
236,8,24,0,17,Saturday,757.457
236,8,24,0,18,Saturday,822.663
236,8,24,0,19,Saturday,890.437
236,8,24,0,20,Saturday,895.042
236,8,24,0,21,Saturday,886.917
236,8,24,0,22,Saturday,808.564
236,8,24,0,23,Saturday,645.822
236,8,24,0,24,Saturday,532.946
237,8,25,0,1,Sunday,458.217
237,8,25,0,2,Sunday,405.299
237,8,25,0,3,Sunday,381.340
237,8,25,0,4,Sunday,376.568
237,8,25,0,5,Sunday,385.406
237,8,25,0,6,Sunday,409.170
237,8,25,0,7,Sunday,474.530
237,8,25,0,8,Sunday,562.827
237,8,25,0,9,Sunday,628.813
237,8,25,0,10,Sunday,707.826
237,8,25,0,11,Sunday,772.536
237,8,25,0,12,Sunday,767.860
237,8,25,0,13,Sunday,732.757
237,8,25,0,14,Sunday,734.897
237,8,25,0,15,Sunday,705.976
237,8,25,0,16,Sunday,721.216
237,8,25,0,17,Sunday,757.457
237,8,25,0,18,Sunday,822.663
237,8,25,0,19,Sunday,890.437
237,8,25,0,20,Sunday,895.042
237,8,25,0,21,Sunday,886.917
237,8,25,0,22,Sunday,808.564
237,8,25,0,23,Sunday,645.822
237,8,25,0,24,Sunday,532.946
238,8,26,0,1,Monday,436.366
238,8,26,0,2,Monday,391.849
238,8,26,0,3,Monday,377.207
238,8,26,0,4,Monday,377.182
238,8,26,0,5,Monday,386.319
238,8,26,0,6,Monday,457.296
238,8,26,0,7,Monday,601.097
238,8,26,0,8,Monday,692.440
238,8,26,0,9,Monday,633.169
238,8,26,0,10,Monday,574.877
238,8,26,0,11,Monday,566.440
238,8,26,0,12,Monday,559.208
238,8,26,0,13,Monday,572.326
238,8,26,0,14,Monday,570.211
238,8,26,0,15,Monday,568.492
238,8,26,0,16,Monday,556.868
238,8,26,0,17,Monday,577.726
238,8,26,0,18,Monday,726.026
238,8,26,0,19,Monday,839.742
238,8,26,0,20,Monday,882.235
238,8,26,0,21,Monday,897.694
238,8,26,0,22,Monday,803.607
238,8,26,0,23,Monday,648.874
238,8,26,0,24,Monday,518.770
239,8,27,0,1,Tuesday,436.366
239,8,27,0,2,Tuesday,391.849
239,8,27,0,3,Tuesday,377.207
239,8,27,0,4,Tuesday,377.182
239,8,27,0,5,Tuesday,386.319
239,8,27,0,6,Tuesday,457.296
239,8,27,0,7,Tuesday,601.097
239,8,27,0,8,Tuesday,692.440
239,8,27,0,9,Tuesday,633.169
239,8,27,0,10,Tuesday,574.877
239,8,27,0,11,Tuesday,566.440
239,8,27,0,12,Tuesday,559.208
239,8,27,0,13,Tuesday,572.326
239,8,27,0,14,Tuesday,570.211
239,8,27,0,15,Tuesday,568.492
239,8,27,0,16,Tuesday,556.868
239,8,27,0,17,Tuesday,577.726
239,8,27,0,18,Tuesday,726.026
239,8,27,0,19,Tuesday,839.742
239,8,27,0,20,Tuesday,882.235
239,8,27,0,21,Tuesday,897.694
239,8,27,0,22,Tuesday,803.607
239,8,27,0,23,Tuesday,648.874
239,8,27,0,24,Tuesday,518.770
240,8,28,0,1,Wednesday,436.366
240,8,28,0,2,Wednesday,391.849
240,8,28,0,3,Wednesday,377.207
240,8,28,0,4,Wednesday,377.182
240,8,28,0,5,Wednesday,386.319
240,8,28,0,6,Wednesday,457.296
240,8,28,0,7,Wednesday,601.097
240,8,28,0,8,Wednesday,692.440
240,8,28,0,9,Wednesday,633.169
240,8,28,0,10,Wednesday,574.877
240,8,28,0,11,Wednesday,566.440
240,8,28,0,12,Wednesday,559.208
240,8,28,0,13,Wednesday,572.326
240,8,28,0,14,Wednesday,570.211
240,8,28,0,15,Wednesday,568.492
240,8,28,0,16,Wednesday,556.868
240,8,28,0,17,Wednesday,577.726
240,8,28,0,18,Wednesday,726.026
240,8,28,0,19,Wednesday,839.742
240,8,28,0,20,Wednesday,882.235
240,8,28,0,21,Wednesday,897.694
240,8,28,0,22,Wednesday,803.607
240,8,28,0,23,Wednesday,648.874
240,8,28,0,24,Wednesday,518.770
241,8,29,0,1,Thursday,436.366
241,8,29,0,2,Thursday,391.849
241,8,29,0,3,Thursday,377.207
241,8,29,0,4,Thursday,377.182
241,8,29,0,5,Thursday,386.319
241,8,29,0,6,Thursday,457.296
241,8,29,0,7,Thursday,601.097
241,8,29,0,8,Thursday,692.440
241,8,29,0,9,Thursday,633.169
241,8,29,0,10,Thursday,574.877
241,8,29,0,11,Thursday,566.440
241,8,29,0,12,Thursday,559.208
241,8,29,0,13,Thursday,572.326
241,8,29,0,14,Thursday,570.211
241,8,29,0,15,Thursday,568.492
241,8,29,0,16,Thursday,556.868
241,8,29,0,17,Thursday,577.726
241,8,29,0,18,Thursday,726.026
241,8,29,0,19,Thursday,839.742
241,8,29,0,20,Thursday,882.235
241,8,29,0,21,Thursday,897.694
241,8,29,0,22,Thursday,803.607
241,8,29,0,23,Thursday,648.874
241,8,29,0,24,Thursday,518.770
242,8,30,0,1,Friday,436.366
242,8,30,0,2,Friday,391.849
242,8,30,0,3,Friday,377.207
242,8,30,0,4,Friday,377.182
242,8,30,0,5,Friday,386.319
242,8,30,0,6,Friday,457.296
242,8,30,0,7,Friday,601.097
242,8,30,0,8,Friday,692.440
242,8,30,0,9,Friday,633.169
242,8,30,0,10,Friday,574.877
242,8,30,0,11,Friday,566.440
242,8,30,0,12,Friday,559.208
242,8,30,0,13,Friday,572.326
242,8,30,0,14,Friday,570.211
242,8,30,0,15,Friday,568.492
242,8,30,0,16,Friday,556.868
242,8,30,0,17,Friday,577.726
242,8,30,0,18,Friday,726.026
242,8,30,0,19,Friday,839.742
242,8,30,0,20,Friday,882.235
242,8,30,0,21,Friday,897.694
242,8,30,0,22,Friday,803.607
242,8,30,0,23,Friday,648.874
242,8,30,0,24,Friday,518.770
243,8,31,0,1,Saturday,458.217
243,8,31,0,2,Saturday,405.299
243,8,31,0,3,Saturday,381.340
243,8,31,0,4,Saturday,376.568
243,8,31,0,5,Saturday,385.406
243,8,31,0,6,Saturday,409.170
243,8,31,0,7,Saturday,474.530
243,8,31,0,8,Saturday,562.827
243,8,31,0,9,Saturday,628.813
243,8,31,0,10,Saturday,707.826
243,8,31,0,11,Saturday,772.536
243,8,31,0,12,Saturday,767.860
243,8,31,0,13,Saturday,732.757
243,8,31,0,14,Saturday,734.897
243,8,31,0,15,Saturday,705.976
243,8,31,0,16,Saturday,721.216
243,8,31,0,17,Saturday,757.457
243,8,31,0,18,Saturday,822.663
243,8,31,0,19,Saturday,890.437
243,8,31,0,20,Saturday,895.042
243,8,31,0,21,Saturday,886.917
243,8,31,0,22,Saturday,808.564
243,8,31,0,23,Saturday,645.822
243,8,31,0,24,Saturday,532.946
244,9,1,0,1,Sunday,437.258
244,9,1,0,2,Sunday,390.269
244,9,1,0,3,Sunday,369.296
244,9,1,0,4,Sunday,367.634
244,9,1,0,5,Sunday,375.706
244,9,1,0,6,Sunday,390.962
244,9,1,0,7,Sunday,470.838
244,9,1,0,8,Sunday,563.591
244,9,1,0,9,Sunday,608.583
244,9,1,0,10,Sunday,686.192
244,9,1,0,11,Sunday,738.450
244,9,1,0,12,Sunday,727.195
244,9,1,0,13,Sunday,706.724
244,9,1,0,14,Sunday,704.287
244,9,1,0,15,Sunday,689.763
244,9,1,0,16,Sunday,700.727
244,9,1,0,17,Sunday,700.796
244,9,1,0,18,Sunday,709.108
244,9,1,0,19,Sunday,778.252
244,9,1,0,20,Sunday,817.397
244,9,1,0,21,Sunday,817.148
244,9,1,0,22,Sunday,735.009
244,9,1,0,23,Sunday,580.364
244,9,1,0,24,Sunday,492.533
245,9,2,0,1,Monday,417.508
245,9,2,0,2,Monday,377.802
245,9,2,0,3,Monday,366.475
245,9,2,0,4,Monday,367.671
245,9,2,0,5,Monday,398.681
245,9,2,0,6,Monday,474.595
245,9,2,0,7,Monday,572.781
245,9,2,0,8,Monday,618.317
245,9,2,0,9,Monday,586.148
245,9,2,0,10,Monday,551.244
245,9,2,0,11,Monday,546.921
245,9,2,0,12,Monday,540.432
245,9,2,0,13,Monday,554.261
245,9,2,0,14,Monday,557.591
245,9,2,0,15,Monday,558.349
245,9,2,0,16,Monday,553.114
245,9,2,0,17,Monday,568.472
245,9,2,0,18,Monday,643.809
245,9,2,0,19,Monday,742.043
245,9,2,0,20,Monday,814.824
245,9,2,0,21,Monday,832.821
245,9,2,0,22,Monday,720.560
245,9,2,0,23,Monday,575.968
245,9,2,0,24,Monday,481.658
246,9,3,0,1,Tuesday,417.508
246,9,3,0,2,Tuesday,377.802
246,9,3,0,3,Tuesday,366.475
246,9,3,0,4,Tuesday,367.671
246,9,3,0,5,Tuesday,398.681
246,9,3,0,6,Tuesday,474.595
246,9,3,0,7,Tuesday,572.781
246,9,3,0,8,Tuesday,618.317
246,9,3,0,9,Tuesday,586.148
246,9,3,0,10,Tuesday,551.244
246,9,3,0,11,Tuesday,546.921
246,9,3,0,12,Tuesday,540.432
246,9,3,0,13,Tuesday,554.261
246,9,3,0,14,Tuesday,557.591
246,9,3,0,15,Tuesday,558.349
246,9,3,0,16,Tuesday,553.114
246,9,3,0,17,Tuesday,568.472
246,9,3,0,18,Tuesday,643.809
246,9,3,0,19,Tuesday,742.043
246,9,3,0,20,Tuesday,814.824
246,9,3,0,21,Tuesday,832.821
246,9,3,0,22,Tuesday,720.560
246,9,3,0,23,Tuesday,575.968
246,9,3,0,24,Tuesday,481.658
247,9,4,0,1,Wednesday,417.508
247,9,4,0,2,Wednesday,377.802
247,9,4,0,3,Wednesday,366.475
247,9,4,0,4,Wednesday,367.671
247,9,4,0,5,Wednesday,398.681
247,9,4,0,6,Wednesday,474.595
247,9,4,0,7,Wednesday,572.781
247,9,4,0,8,Wednesday,618.317
247,9,4,0,9,Wednesday,586.148
247,9,4,0,10,Wednesday,551.244
247,9,4,0,11,Wednesday,546.921
247,9,4,0,12,Wednesday,540.432
247,9,4,0,13,Wednesday,554.261
247,9,4,0,14,Wednesday,557.591
247,9,4,0,15,Wednesday,558.349
247,9,4,0,16,Wednesday,553.114
247,9,4,0,17,Wednesday,568.472
247,9,4,0,18,Wednesday,643.809
247,9,4,0,19,Wednesday,742.043
247,9,4,0,20,Wednesday,814.824
247,9,4,0,21,Wednesday,832.821
247,9,4,0,22,Wednesday,720.560
247,9,4,0,23,Wednesday,575.968
247,9,4,0,24,Wednesday,481.658
248,9,5,0,1,Thursday,417.508
248,9,5,0,2,Thursday,377.802
248,9,5,0,3,Thursday,366.475
248,9,5,0,4,Thursday,367.671
248,9,5,0,5,Thursday,398.681
248,9,5,0,6,Thursday,474.595
248,9,5,0,7,Thursday,572.781
248,9,5,0,8,Thursday,618.317
248,9,5,0,9,Thursday,586.148
248,9,5,0,10,Thursday,551.244
248,9,5,0,11,Thursday,546.921
248,9,5,0,12,Thursday,540.432
248,9,5,0,13,Thursday,554.261
248,9,5,0,14,Thursday,557.591
248,9,5,0,15,Thursday,558.349
248,9,5,0,16,Thursday,553.114
248,9,5,0,17,Thursday,568.472
248,9,5,0,18,Thursday,643.809
248,9,5,0,19,Thursday,742.043
248,9,5,0,20,Thursday,814.824
248,9,5,0,21,Thursday,832.821
248,9,5,0,22,Thursday,720.560
248,9,5,0,23,Thursday,575.968
248,9,5,0,24,Thursday,481.658
249,9,6,0,1,Friday,417.508
249,9,6,0,2,Friday,377.802
249,9,6,0,3,Friday,366.475
249,9,6,0,4,Friday,367.671
249,9,6,0,5,Friday,398.681
249,9,6,0,6,Friday,474.595
249,9,6,0,7,Friday,572.781
249,9,6,0,8,Friday,618.317
249,9,6,0,9,Friday,586.148
249,9,6,0,10,Friday,551.244
249,9,6,0,11,Friday,546.921
249,9,6,0,12,Friday,540.432
249,9,6,0,13,Friday,554.261
249,9,6,0,14,Friday,557.591
249,9,6,0,15,Friday,558.349
249,9,6,0,16,Friday,553.114
249,9,6,0,17,Friday,568.472
249,9,6,0,18,Friday,643.809
249,9,6,0,19,Friday,742.043
249,9,6,0,20,Friday,814.824
249,9,6,0,21,Friday,832.821
249,9,6,0,22,Friday,720.560
249,9,6,0,23,Friday,575.968
249,9,6,0,24,Friday,481.658
250,9,7,0,1,Saturday,437.258
250,9,7,0,2,Saturday,390.269
250,9,7,0,3,Saturday,369.296
250,9,7,0,4,Saturday,367.634
250,9,7,0,5,Saturday,375.706
250,9,7,0,6,Saturday,390.962
250,9,7,0,7,Saturday,470.838
250,9,7,0,8,Saturday,563.591
250,9,7,0,9,Saturday,608.583
250,9,7,0,10,Saturday,686.192
250,9,7,0,11,Saturday,738.450
250,9,7,0,12,Saturday,727.195
250,9,7,0,13,Saturday,706.724
250,9,7,0,14,Saturday,704.287
250,9,7,0,15,Saturday,689.763
