pilot_site_id,days,days_with_data,energy_in_kwh,energy_out_kwh,split_hp_heat_output_kwh,period_simple_tank_heat_loss_estimate_kwh,daily_avg_simple_tank_heat_loss_estimate_kwh,cop_period,cop_average,cop_period_split_hp,cop_period_simple_tank_heat_loss_adjusted,element_on_hours,heat_pump_only_hours,system_on_hours,idle_hours,ambient_temperature_c_system_on,water_l,daily_avg_water_l,energy_in_kwh_idle,energy_in_kwh_hp_only,energy_in_kwh_element,avg_hot_outlet_c_corrected,avg_cold_inlet_c_corrected,avg_ambient_temperature_c_draw_weighted,hot_water_temp_include_tank_temps,hot_water_apply_forward_looking_maximum,cold_water_temp_include_ambient_temp,cold_water_apply_forward_looking_minimum,zone,niwa_climate_zone,household_size,number_of_people,new_system_type,existing_water_heater_type,existing_system_indoor_or_outdoor,new_system_indoor_or_outdoor,refrigerant,tank_volume_l,electrical_element_w,rated_power_hp_only_w,heat_pump_threshold_w,electrical_element_threshold_w,ua_from_as_nzs_4692_w_per_k
pilot_011,336,269,734.4529666666667,1215.7829849428597,0.0,410.5896838556702,1.5263557020656886,1.6553585322974749,1.6553585322974749,0.0,2.2144000264303694,0.08333333333333334,986.4333333333333,986.5166666666667,5460.466666666667,10.277930334805966,31774.969999999998,118.12256505576207,23.25985,711.0697833333334,0.12333333333333331,47.0386246287046,14.13269317820127,12.409442512900878,no,yes,no,yes,2,Wellington,Large,5,Integral,Low pressure electric,Indoor,Outdoor,R290,330,2200,700,150,1200,1.931818182
pilot_012,336,321,1644.6918166666667,3679.031596625605,0.0,377.32269763488927,1.1754601172426458,2.2369124472705044,2.2369124472705044,0.0,2.466330927870485,80.01666666666667,2880.05,2960.066666666667,4726.933333333333,16.46627208751787,93437.195,291.08160436137075,14.548300000000001,1471.2440333333334,158.89948333333336,52.738238244452326,18.875895430335852,16.8445641834673,no,yes,no,yes,1,Auckland,Medium,4,Integral,Electric,Indoor,Outdoor,R134a,302,1700,550,150,800,1.787878788
pilot_013,336,289,1452.687,5074.839086282045,0.0,323.6200877570712,1.1197926912009384,3.4934153649630275,3.4934153649630275,0.0,3.7161888101422513,8.466666666666667,1685.8333333333335,1694.3000000000002,5232.333333333334,17.164478875986152,146567.41999999998,507.1537024221453,12.463200000000011,1425.1491333333333,15.074666666666666,49.611992343291924,19.83450081312648,18.352628647150578,no,yes,no,yes,1,Queenstown-Lakes,Large,6,Integral,Electric,Indoor,Outdoor,R290,270,1500,665,150,1100,1.712121212
pilot_014,336,295,588.0961,867.2345947088056,0.0,374.54369844731355,1.2696396557536052,1.4746477569036858,1.4746477569036858,0.0,2.11152274799326,0.6833333333333333,1037.4833333333336,1038.166666666667,5998.833333333333,12.166067640873335,20178.5,68.40169491525424,6.3751999999999995,580.6617333333332,1.0591666666666666,52.58439767177937,15.622778203037885,13.558528626508412,no,yes,no,yes,2,Northland,Small,2,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,860,1.636363636
pilot_015,336,291,499.73465,768.4953260656666,0.0,368.2797500443419,1.2655661513551268,1.5378067661821462,1.5378067661821462,0.0,2.274757365954129,0.0,944.0833333333334,944.0833333333334,5996.916666666667,11.710357156501018,18391.269999999997,63.200240549828166,6.031983333333334,493.7026666666667,0.0,51.12489694094808,15.18864436579421,13.19632024526039,no,yes,no,yes,2,Northland,Small,2,Integral,Low pressure electric,Indoor,Outdoor,R290,246,1500,430,150,860,1.636363636
pilot_016,336,235,581.0967166666667,527.0136473140807,0.0,281.78278588838157,1.199075684631411,0.9069293152044954,0.9069293152044954,0.0,1.3918447824691642,96.1,528.0,624.1,4973.9,12.832052910591251,12487.85,53.13978723404256,14.755916666666668,391.2393666666667,175.10143333333332,51.601569375629104,15.307349581649364,14.024416323210158,no,yes,no,yes,2,Central Otago,Small,2,Integral,Low pressure electric,Indoor,,R290,260,1500,660,150,1300,1.636363636
pilot_017,336,233,2007.1828333333333,1832.9590082900029,0.0,230.42434018460867,0.9889456660283634,0.9131998230803935,0.9131998230803935,0.0,1.0279996989850426,358.18333333333334,2489.116666666667,2847.3,2726.7,15.490641421314345,81600.36,350.2161373390558,8.53745,1291.8607,706.7846833333333,36.193351678439285,16.87527192651601,15.07854020001076,no,yes,no,yes,1,Dunedin,Small,1,Integral,Low pressure electric,Indoor,Outdoor,R134a,220,1700,550,150,800,1.484848485
pilot_018,336,324,462.0837333333333,608.5663987745388,0.0,290.82818834640403,0.8976178652666791,1.31700459218619,1.31700459218619,0.0,1.9463887651551381,25.866666666666667,729.6499999999999,755.5166666666665,7002.483333333334,15.958336140974167,23183.065,71.55266975308642,7.276316666666667,398.0048833333333,56.802533333333336,41.42774025648895,18.852083491486134,16.969105345524845,no,yes,no,yes,1,Dunedin,Small,1,Integral,Gas storage,Outdoor,Outdoor,R290,170,2150,850,150,1000,1.333333333
pilot_019,336,324,2407.766383333333,4775.153838758792,0.0,384.6544652545732,1.1872051396746086,1.9832297152301073,1.9832297152301073,0.0,2.142985440668077,0.3833333333333333,2409.0,2409.383333333333,5348.466666666667,17.25351834134599,180911.115,558.3676388888889,10.8021,2395.819483333333,1.1448,41.89016312087762,19.19018732841539,17.86917368644486,no,yes,no,yes,1,Dunedin,Extra large,10,Split,Low pressure electric,Indoor,Outdoor,R134a,300,3000,930,150,1300,1.787878788
pilot_020,336,227,799.1545833333332,1446.9408475414743,0.0,267.498018049355,1.1784053658561893,1.8105894375355722,1.8105894375355722,0.0,2.1453156890370035,9.25,1257.15,1266.4,4151.483333333333,8.198214466003632,43101.705,189.8753524229075,4.998266666666666,774.28095,19.875366666666668,40.18180384411591,11.3109516269484,6.9341668277182995,no,yes,no,yes,3,Auckland,Medium,4,Integral,,,,R290,280,3250,1000,150,1200,1.712121212
pilot_021,336,287,620.27665,833.6012885151972,0.0,298.74204312662533,1.04091304225305,1.343918537825335,1.343918537825335,0.0,1.8255456361960787,0.016666666666666666,1084.0666666666666,1084.0833333333333,5785.916666666666,21.168149814589903,19006.5,66.22473867595819,19.28516666666667,600.95725,0.03423333333333333,53.68858042143477,15.969638284008102,18.451446654565544,no,yes,no,yes,3,Dunedin,Small,2,Integral,Gas instant,Outdoor,Outdoor,R134a,220,1700,550,150,800,1.484848485
pilot_022,336,295,1072.2103333333334,2877.661960988231,0.0,374.030420172064,1.267899729396827,2.6838595670329273,2.6838595670329273,0.0,3.032700096306006,3.8666666666666663,1993.5,1997.3666666666666,5064.633333333333,11.919425918146393,61084.34,207.0655593220339,5.1131,1058.8439666666668,8.253266666666667,56.03348560386263,15.518735269912058,12.766768941487294,no,yes,no,yes,2,Wairarapa,Small,2,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,860,1.636363636
pilot_023,336,243,2118.9709000000003,5795.457519801479,0.0,281.19251697271545,1.1571708517395698,2.735034029868687,2.735034029868687,0.0,2.867736426571122,0.0,2070.1,2070.1,3743.8999999999996,18.03016326485838,188648.765,776.332366255144,11.9672,2107.0037,0.0,45.98053885490054,19.560281895037058,18.468313490156426,no,yes,no,yes,1,Queenstown-Lakes,Large,7,Split,Low pressure electric,Indoor,Outdoor,CO2,300,0,960,150,99999,1.787878788
pilot_024,336,300,1677.5754499999998,2789.4433426099467,0.0,403.6082623360703,1.3453608744535677,1.662782644208311,1.662782644208311,0.0,1.9033728735992277,170.08333333333334,2722.6499999999996,2892.733333333333,4265.266666666666,13.061397581958241,80731.09,269.10363333333333,14.366199999999997,1339.34595,323.8633,46.45916214598614,16.743869937971233,13.259262888683901,no,yes,no,yes,2,Northland,Large,5,Integral,Low pressure electric,Indoor,Outdoor,R134a,302,1700,550,150,800,1.787878788
pilot_025,336,300,1753.66025,3939.3753076440516,0.0,400.6265316987318,1.335421772329106,2.2463731544602505,2.2463731544602505,0.0,2.474824778256098,0.0,1632.7666666666669,1632.7666666666669,5549.233333333334,13.048156456729885,115552.39499999999,385.17465,23.46483333333336,1730.195416666667,0.0,43.639865596087816,14.32069477395341,13.094237545869992,no,yes,no,yes,2,Dunedin,Large,7,Split,Low pressure electric,Indoor,,CO2,300,0,960,150,99999,1.787878788
pilot_026,336,225,617.9821499999999,718.594503615352,0.0,302.15168236161117,1.3428963660516051,1.1628078636500294,1.1628078636500294,0.0,1.6517405656085102,12.2,1129.2166666666667,1141.4166666666667,4249.566666666667,12.433395774826604,22320.09,99.2004,16.519733333333335,576.45165,25.01076666666667,41.77407013331711,14.086093079676203,13.731859222946683,no,yes,no,yes,3,Dunedin,Small,1,Integral,Low pressure electric,Indoor,,R134a,302,1700,550,150,800,1.787878788
pilot_027,336,281,896.7578,2642.925856685857,0.0,385.22918019878273,1.3709223494618603,2.947201414569081,2.947201414569081,0.0,3.376781374953906,8.616666666666667,1429.5,1438.1166666666666,5274.900000000001,7.753879375752678,57571.795,204.88183274021353,6.049333333333332,869.78985,20.91861666666667,52.87575177843248,13.395629755916067,11.789750523769497,no,yes,no,yes,3,Dunedin,Medium,4,Integral,,,,R290,280,3250,1000,150,1200,1.712121212
pilot_028,336,250,504.83878333333325,540.8134904764258,0.0,204.17949430189952,0.8167179772075981,1.0712597928898409,1.0712597928898409,0.0,1.475704738568835,0.2,510.1,510.3,5420.616666666667,20.806155740250833,15625.035,62.50014,7.649366666666667,494.64275,2.546666666666667,45.47502409628203,15.708385516560444,21.666357264895726,no,yes,no,yes,3,East Coast,Small,2,Split,,,,R134a,250,3000,930,150,1300,1.636363636
pilot_029,336,293,1298.3415333333335,2828.6916333549007,0.0,399.4746221341235,1.3633946147922302,2.1786960986240502,2.1786960986240502,0.0,2.486376791167653,0.0,1182.9333333333334,1182.9333333333334,5819.083333333334,12.813397271049368,58643.59,200.14877133105801,24.201600000000035,1274.1399333333336,0.0,56.556407248533894,15.07358133856488,13.112882323609451,no,yes,no,yes,3,Auckland,Medium,6,Split,Gas instant,Outdoor,,CO2,300,0,960,150,99999,1.787878788
pilot_030,336,324,410.4347333333333,581.1981309354801,0.0,355.48300646354926,1.0971697730356458,1.416054938175668,1.416054938175668,0.0,2.2821682994316825,0.0,753.5666666666666,753.5666666666666,7004.4333333333325,16.60098605310302,20529.0,63.361111111111114,7.052533333333334,403.3822,0.0,43.657800097454825,19.310002039232305,17.259292817852792,no,yes,no,yes,1,Wellington,Small,1,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,860,1.636363636
pilot_031,336,328,2085.55805,3359.1580088946757,0.0,298.8570934737302,0.9111496752247871,1.6106758615012782,1.6106758615012782,0.0,1.7539742431856096,0.06666666666666667,2182.4666666666662,2182.533333333333,5671.466666666667,16.37841247472356,108690.735,331.3741920731707,22.797583333333336,2062.657133333333,0.10333333333333355,41.06220059533363,14.48304473051176,16.6580969848948,no,yes,no,yes,2,Wellington,Medium,4,Split,Low pressure electric,Indoor,Indoor/outdoor,R134a,180,3000,930,150,1300,1.333333333
pilot_032,336,212,1721.8655833333335,2562.8509606197176,0.0,281.6674296472022,1.3286199511660481,1.4884152313784758,1.4884152313784758,0.0,1.65199793630828,231.9666666666667,2536.45,2768.4166666666665,2309.166666666667,13.296834766755968,94169.22,444.19443396226416,7.133866666666668,1251.7743666666665,462.95735,38.90080886816255,15.495323340409426,13.5447020826476,no,yes,no,yes,1,Auckland,Medium,3,Integral,Gas storage,Indoor,Outdoor,R134a,302,1700,550,150,800,1.787878788
pilot_033,336,300,961.4464,1888.7592377598664,0.0,352.78077839695266,1.1759359279898423,1.96449769613768,1.96449769613768,0.0,2.3314248367426607,2.283333333333333,1713.75,1716.0333333333333,5465.966666666667,16.024948565927236,60706.175,202.35391666666666,16.668799999999997,940.03875,4.73885,45.07795052387422,18.320359672237625,16.773106896076058,no,yes,no,yes,1,Northland,Medium,4,Integral,Electric,Outdoor,Outdoor,R134a,302,1700,550,150,800,1.787878788
pilot_034,336,289,929.6678833333335,2477.0967551755652,0.0,319.9677661607666,1.107154900210265,2.6644964288686728,2.6644964288686728,0.0,3.0086707000218498,2.5666666666666664,1029.75,1032.3166666666666,5894.433333333333,17.827386881488238,80350.325,278.0288062283737,13.247750000000021,913.5093500000002,2.9107833333333337,46.696948841818624,20.183964858870826,18.791115386676406,no,yes,no,yes,1,Queenstown-Lakes,Large,5,Integral,Electric,Indoor,Outdoor,R290,270,1800,665,150,1100,1.712121212
pilot_035,336,212,680.3171333333335,1951.9962525639687,0.0,230.88743100622978,1.0890916556897632,2.8692445874467687,2.8692445874467687,0.0,3.2086266486848216,2.8666666666666663,802.8,805.6666666666666,4243.65,15.744433659125834,62126.729999999996,293.05061320754714,9.189600000000008,667.3192,3.8083333333333336,46.25687398411843,19.235728177460008,17.400112154056714,no,yes,no,yes,1,Dunedin,Large,5,Integral,Electric,Indoor,Outdoor,R290,270,1800,665,150,1100,1.712121212
pilot_036,336,263,657.8035833333333,2279.2149719098484,0.0,267.2082871468022,1.016001091812936,3.4648868289227397,3.4648868289227397,0.0,3.8710997075342535,0.0,1289.25,1289.25,5004.75,18.858013105875507,54351.325,206.65903041825095,3.5469999999999997,654.2565833333333,0.0,54.93705215589684,18.872675523869013,19.648610954976718,no,yes,no,yes,1,Dunedin,Medium,4,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,860,1.636363636
pilot_037,336,282,939.4392499999999,2210.2920463247465,0.0,345.56894961386575,1.2254218071413678,2.352778049591548,2.352778049591548,0.0,2.720624027512809,0.2833333333333333,1133.1,1133.3833333333332,5604.633333333333,12.859567814025011,56575.025,200.6206560283688,17.685616666666668,921.2159166666665,0.5377166666666666,47.37582773689715,13.77668605481394,13.473424835187434,no,yes,no,yes,3,Northland,Medium,4,Integral,,,,R290,270,1500,665,150,1100,1.712121212
pilot_038,336,260,832.9732333333333,2407.3720457461905,0.0,325.2030114686106,1.25078081334081,2.8900953228863546,2.8900953228863546,0.0,3.280507641619858,4.1,996.4833333333333,1000.5833333333334,5221.416666666667,13.873416324643959,54294.770000000004,208.82603846153847,16.454733333333333,809.1951666666666,7.323333333333334,52.40178106190062,14.269876950792865,14.323237968520724,no,yes,no,yes,2,Dunedin,Medium,4,Integral,Electric,Indoor,,R290,270,1500,665,150,1100,1.712121212
pilot_039,336,268,840.5483333333366,1079.6597144804482,0.0,193.47075372163232,0.7219057974687774,1.284470709969616,1.284470709969616,0.0,1.5146427846133086,0.8166666666666667,919.1166666666667,919.9333333333334,5471.15,21.64330170750598,34477.12,128.64597014925374,19.57166666666719,819.6116666666694,1.365000000000002,42.31662862468791,15.38521233132582,21.82203677868105,no,yes,no,yes,3,Dunedin,Small,2,Split,,,,R134a,180,3000,930,150,1300,1.333333333
pilot_040,336,291,745.4384833333334,2122.892567854283,0.0,305.91262152920126,1.051246122093475,2.8478440747537865,2.8478440747537865,0.0,3.2582235069522287,0.18333333333333332,1402.4833333333331,1402.6666666666665,5563.333333333334,17.005667705323194,52930.145000000004,181.89053264604811,5.688666666666667,739.3723166666667,0.3775,51.42930921329612,16.936528322596697,18.175755833911847,no,yes,no,yes,1,Dunedin,Medium,3,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,860,1.636363636
pilot_041,336,293,727.2855833333333,1950.735173625008,0.0,342.65170974662453,1.1694597602273875,2.682213450023712,2.682213450023712,0.0,3.153351222583654,0.6333333333333333,887.2,887.8333333333334,6126.083333333333,18.347495756744394,48498.26,165.52307167235494,27.122883333333334,699.2160333333333,0.946666666666667,53.05722819968077,18.465247170197443,18.97005134363686,no,yes,no,yes,1,Queenstown-Lakes,Large,5,Integral,Electric,Indoor,Outdoor,R290,330,2200,700,150,1200,1.931818182
pilot_042,336,297,1246.08585,4304.305090554737,0.0,365.4701456183366,1.2305392108361501,3.4542604673303505,3.4542604673303505,0.0,3.747554982807223,0.0,1651.8833333333332,1651.8833333333332,5458.116666666667,17.75958418513212,118127.87,397.736936026936,24.445283333333336,1221.6405666666665,0.0,49.99329451703226,18.6565447021029,18.614489072020007,no,yes,no,yes,1,Queenstown-Lakes,Large,6,Integral,Gas instant,Outdoor,Outdoor,R290,330,2200,700,150,1200,1.931818182
pilot_043,336,251,606.4807833333332,1407.1954302153272,0.0,235.69859158583904,0.9390382134893985,2.3202638383381493,2.3202638383381493,0.0,2.708897077944514,0.03333333333333333,1158.5166666666667,1158.55,4856.3,16.272513053155524,33997.67,135.4488844621514,4.8846,601.56845,0.027733333333333332,52.96218822738882,17.365586558253845,17.326850786484783,no,yes,no,yes,1,Dunedin,Medium,4,Integral,Electric,Indoor,Outdoor,R290,195,1500,430,150,800,1.409090909
pilot_044,336,322,644.7180333333333,1110.2170861396262,0.0,324.75128119756033,1.0085443515452184,1.722019594208589,1.722019594208589,0.0,2.2257301535650957,1.1166666666666667,1221.7166666666667,1222.8333333333333,6487.166666666666,18.387355800367995,36488.035,113.31687888198759,6.230166666666667,636.2031,2.2847666666666666,44.97366936383118,18.80626125487163,19.010042779031533,no,yes,no,yes,1,Dunedin,Small,1,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,800,1.636363636
pilot_045,336,322,642.7090166666667,1712.0911584180699,0.0,339.44618818974936,1.054180708663818,2.6638667173173105,2.6638667173173105,0.0,3.192015816501022,0.0,1236.5333333333333,1236.5333333333333,6473.466666666667,17.503473805181155,46345.4,143.92981366459628,6.5861,636.1229166666667,0.0,50.631484998765785,18.861023282964435,18.785160728892187,no,yes,no,yes,1,Dunedin,Medium,4,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,800,1.636363636
pilot_046,336,228,1010.2600000000002,2292.2484986747636,0.0,310.17389427239357,1.3604118169841823,2.2689688779866204,2.2689688779866204,0.0,2.575992707765483,2.0833333333333335,1374.4,1376.4833333333333,4074.9999999999995,14.439428614557224,49564.810000000005,217.38951754385968,20.006666666666682,987.2933333333335,2.9600000000000004,54.22704575551686,14.453754728847944,15.208108428585724,no,yes,no,yes,3,Northland,Large,6,Integral,Low pressure electric,Indoor,Outdoor,R290,330,2200,700,150,1200,1.931818182
pilot_047,336,324,316.17446666666666,372.5734215139123,0.0,332.77465896105014,1.027082280743982,1.178379220314161,1.178379220314161,0.0,2.230882486847333,0.0,554.0833333333334,554.0833333333334,7203.916666666666,17.563482259888705,10428.51,32.18675925925926,6.19825,309.97621666666663,0.0,50.80788571712546,20.08281543502859,17.32556419857199,no,yes,no,yes,1,Central Otago,Small,1,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,800,1.636363636
pilot_048,336,266,706.1083333333335,1912.5895984020585,0.0,219.84760969037143,0.826494773272073,2.7086347917369498,2.7086347917369498,0.0,3.0199858965348985,1.1,1258.2,1259.3,5082.700000000001,16.125024085881044,41942.0,157.6766917293233,9.830000000000005,686.7033333333334,9.574999999999998,57.270996545467554,18.053855477206618,18.60658311465834,no,yes,no,yes,1,Dunedin,Small,2,Integral,Gas,Outdoor,Outdoor,R290,170,2150,850,150,1000,1.333333333
pilot_049,336,245,700.2660333333333,1641.7281736871166,0.0,255.38506487261145,1.04238801988821,2.3444349654835226,2.3444349654835226,0.0,2.709132170140093,1.9666666666666666,1355.7833333333333,1357.75,4504.25,17.625614215049406,41967.0,171.29387755102042,4.740616666666667,691.4706833333332,4.054733333333334,51.26489092679963,17.62174471263135,18.502673699335194,no,yes,no,yes,1,Auckland,Medium,4,Integral,Electric,Indoor,Outdoor,R290,246,1500,430,150,800,1.636363636
pilot_050,336,289,1059.0466666666698,2677.155430987854,0.0,350.53252419140824,1.2129153086207898,2.527891843911045,2.527891843911045,0.0,2.8588805861679876,64.06666666666666,1159.9833333333336,1224.0500000000002,5694.1,14.299189733180834,61724.01,213.57788927335642,20.475000000000474,933.3216666666692,105.25000000000011,51.87744317219587,14.576424400712137,15.53533993860007,no,yes,no,yes,3,Christchurch,Medium,4,Integral,Electric,Indoor,,R290,270,1500,665,150,1100,1.712121212
pilot_051,336,267,1029.9830010599583,2166.607449572222,0.0,450.77136619141544,1.688282270379833,2.1035370946341447,2.1035370946341447,0.0,2.5411864206206176,0.025,1342.1333333333332,1342.1583333333333,5008.516666666666,9.530981814117807,41801.0,156.55805243445693,34.42621681704167,995.50295977625,0.05382446666666667,56.954649649529905,12.379086624721895,13.761304753474798,yes,yes,no,yes,3,Wellington,Large,5,Integral,,,,R290,330,1500,820,150,1300,1.931818182
pilot_052,336,268,1223.3892915897081,2584.186367894444,0.0,429.3785432758919,1.6021587435667608,2.1123173021536554,2.1123173021536554,0.0,2.4632918825490298,0.0,1310.9333333333332,1310.9333333333332,4878.908333333334,7.893256712774614,49577.0,184.98880597014926,37.390939596308336,1185.9983519933999,0.0,56.81610363676705,11.988361538616697,10.581644714282833,yes,yes,no,yes,2,Central Otago,Large,5,Integral,Low pressure electric,Indoor,Outdoor,R290,330,1500,820,150,1300,1.931818182
pilot_053,336,315,907.3010896211167,2530.5950912666667,2722.7263750555558,524.0776010164004,1.6637384159250808,2.7891458747431104,2.7891458747431104,3.000907202913808,3.3667684600254137,0.0,931.9916666666667,931.9916666666667,6585.866666666667,16.340744284194244,51423.0,163.24761904761905,5.328290042225,901.9727995788917,0.0,60.09423720903098,17.772008634268712,18.43570581257414,yes,yes,no,yes,1,Auckland,Extra large,8,Split,Low pressure electric,Indoor,Outdoor,CO2,315,0,870,150,99999,1.863636364
pilot_054,336,191,782.991656479825,1802.7464460055558,1805.7671450000007,277.9928923245875,1.455460169238678,2.302382702403683,2.302382702403683,2.306240596634671,2.657422108026967,0.03333333333333333,421.7916666666667,421.82500000000005,4139.65,15.23404749204844,40774.0,213.4764397905759,36.220714220925004,746.6757006922332,0.09524156666666667,54.73384926668956,16.710129003776917,16.722369647324275,yes,yes,no,yes,2,Northland,Medium,3,Split,Electric,Indoor,Outdoor,R290,250,3000,1360,150,2100,1.636363636
pilot_055,336,254,1551.9434652550335,4407.932534055555,0.0,407.4571853331063,1.6041621469807334,2.8402661776930076,2.8402661776930076,0.0,3.1028125876978,13.275,1946.791666666667,1960.066666666667,4118.616666666667,8.113071409135744,81312.0,320.12598425196853,0.060118331733333336,1520.4525156580332,31.43083126526667,57.56364620228257,10.942432851239671,8.139215613931523,yes,yes,no,yes,3,East Coast,Large,5,Split,Low pressure electric,Indoor,Outdoor,R290,275,2000,802,150,1100,1.712121212
