Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power Cook IT Light Other White
102,4,12,0,4,Friday,365.367
102,4,12,0,5,Friday,376.17
102,4,12,0,6,Friday,438.517
102,4,12,0,7,Friday,595.783
102,4,12,0,8,Friday,662.737
102,4,12,0,9,Friday,607.251
102,4,12,0,10,Friday,581.662
102,4,12,0,11,Friday,595.761
102,4,12,0,12,Friday,608.378
102,4,12,0,13,Friday,633.388
102,4,12,0,14,Friday,599.397
102,4,12,0,15,Friday,624.878
102,4,12,0,16,Friday,754.702
102,4,12,0,17,Friday,1119.17
102,4,12,0,18,Friday,1452.512
102,4,12,0,19,Friday,1338.304
102,4,12,0,20,Friday,1127.002
102,4,12,0,21,Friday,938.653
102,4,12,0,22,Friday,776.766
102,4,12,0,23,Friday,603.41
102,4,12,0,24,Friday,491.474
103,4,13,0,1,Saturday,445.843
103,4,13,0,2,Saturday,393.997
103,4,13,0,3,Saturday,369.982
103,4,13,0,4,Saturday,364.782
103,4,13,0,5,Saturday,371.93
103,4,13,0,6,Saturday,387.485
103,4,13,0,7,Saturday,472.67
103,4,13,0,8,Saturday,605.47
103,4,13,0,9,Saturday,697.663
103,4,13,0,10,Saturday,787.551
103,4,13,0,11,Saturday,865.457
103,4,13,0,12,Saturday,881.378
103,4,13,0,13,Saturday,839.495
103,4,13,0,14,Saturday,839.577
103,4,13,0,15,Saturday,805.005
103,4,13,0,16,Saturday,891.599
103,4,13,0,17,Saturday,1153.224
103,4,13,0,18,Saturday,1325.023
103,4,13,0,19,Saturday,1208.335
103,4,13,0,20,Saturday,1019.081
103,4,13,0,21,Saturday,886.743
103,4,13,0,22,Saturday,753.739
103,4,13,0,23,Saturday,595.242
103,4,13,0,24,Saturday,509.468
104,4,14,0,1,Sunday,445.843
104,4,14,0,2,Sunday,393.997
104,4,14,0,3,Sunday,369.982
104,4,14,0,4,Sunday,364.782
104,4,14,0,5,Sunday,371.93
104,4,14,0,6,Sunday,387.485
104,4,14,0,7,Sunday,472.67
104,4,14,0,8,Sunday,605.47
104,4,14,0,9,Sunday,697.663
104,4,14,0,10,Sunday,787.551
104,4,14,0,11,Sunday,865.457
104,4,14,0,12,Sunday,881.378
104,4,14,0,13,Sunday,839.495
104,4,14,0,14,Sunday,839.577
104,4,14,0,15,Sunday,805.005
104,4,14,0,16,Sunday,891.599
104,4,14,0,17,Sunday,1153.224
104,4,14,0,18,Sunday,1325.023
104,4,14,0,19,Sunday,1208.335
104,4,14,0,20,Sunday,1019.081
104,4,14,0,21,Sunday,886.743
104,4,14,0,22,Sunday,753.739
104,4,14,0,23,Sunday,595.242
104,4,14,0,24,Sunday,509.468
105,4,15,0,1,Monday,421.186
105,4,15,0,2,Monday,381.319
105,4,15,0,3,Monday,367.392
105,4,15,0,4,Monday,365.367
105,4,15,0,5,Monday,376.17
105,4,15,0,6,Monday,438.517
105,4,15,0,7,Monday,595.783
105,4,15,0,8,Monday,662.737
105,4,15,0,9,Monday,607.251
105,4,15,0,10,Monday,581.662
105,4,15,0,11,Monday,595.761
105,4,15,0,12,Monday,608.378
105,4,15,0,13,Monday,633.388
105,4,15,0,14,Monday,599.397
105,4,15,0,15,Monday,624.878
105,4,15,0,16,Monday,754.702
105,4,15,0,17,Monday,1119.17
105,4,15,0,18,Monday,1452.512
105,4,15,0,19,Monday,1338.304
105,4,15,0,20,Monday,1127.002
105,4,15,0,21,Monday,938.653
105,4,15,0,22,Monday,776.766
105,4,15,0,23,Monday,603.41
105,4,15,0,24,Monday,491.474
106,4,16,0,1,Tuesday,421.186
106,4,16,0,2,Tuesday,381.319
106,4,16,0,3,Tuesday,367.392
106,4,16,0,4,Tuesday,365.367
106,4,16,0,5,Tuesday,376.17
106,4,16,0,6,Tuesday,438.517
106,4,16,0,7,Tuesday,595.783
106,4,16,0,8,Tuesday,662.737
106,4,16,0,9,Tuesday,607.251
106,4,16,0,10,Tuesday,581.662
106,4,16,0,11,Tuesday,595.761
106,4,16,0,12,Tuesday,608.378
106,4,16,0,13,Tuesday,633.388
106,4,16,0,14,Tuesday,599.397
106,4,16,0,15,Tuesday,624.878
106,4,16,0,16,Tuesday,754.702
106,4,16,0,17,Tuesday,1119.17
106,4,16,0,18,Tuesday,1452.512
106,4,16,0,19,Tuesday,1338.304
106,4,16,0,20,Tuesday,1127.002
106,4,16,0,21,Tuesday,938.653
106,4,16,0,22,Tuesday,776.766
106,4,16,0,23,Tuesday,603.41
106,4,16,0,24,Tuesday,491.474
107,4,17,0,1,Wednesday,421.186
107,4,17,0,2,Wednesday,381.319
107,4,17,0,3,Wednesday,367.392
107,4,17,0,4,Wednesday,365.367
107,4,17,0,5,Wednesday,376.17
107,4,17,0,6,Wednesday,438.517
107,4,17,0,7,Wednesday,595.783
107,4,17,0,8,Wednesday,662.737
107,4,17,0,9,Wednesday,607.251
107,4,17,0,10,Wednesday,581.662
107,4,17,0,11,Wednesday,595.761
107,4,17,0,12,Wednesday,608.378
107,4,17,0,13,Wednesday,633.388
107,4,17,0,14,Wednesday,599.397
107,4,17,0,15,Wednesday,624.878
107,4,17,0,16,Wednesday,754.702
107,4,17,0,17,Wednesday,1119.17
107,4,17,0,18,Wednesday,1452.512
107,4,17,0,19,Wednesday,1338.304
107,4,17,0,20,Wednesday,1127.002
107,4,17,0,21,Wednesday,938.653
107,4,17,0,22,Wednesday,776.766
107,4,17,0,23,Wednesday,603.41
107,4,17,0,24,Wednesday,491.474
108,4,18,0,1,Thursday,421.186
108,4,18,0,2,Thursday,381.319
108,4,18,0,3,Thursday,367.392
108,4,18,0,4,Thursday,365.367
108,4,18,0,5,Thursday,376.17
108,4,18,0,6,Thursday,438.517
108,4,18,0,7,Thursday,595.783
108,4,18,0,8,Thursday,662.737
108,4,18,0,9,Thursday,607.251
108,4,18,0,10,Thursday,581.662
108,4,18,0,11,Thursday,595.761
108,4,18,0,12,Thursday,608.378
108,4,18,0,13,Thursday,633.388
108,4,18,0,14,Thursday,599.397
108,4,18,0,15,Thursday,624.878
108,4,18,0,16,Thursday,754.702
108,4,18,0,17,Thursday,1119.17
108,4,18,0,18,Thursday,1452.512
108,4,18,0,19,Thursday,1338.304
108,4,18,0,20,Thursday,1127.002
108,4,18,0,21,Thursday,938.653
108,4,18,0,22,Thursday,776.766
108,4,18,0,23,Thursday,603.41
108,4,18,0,24,Thursday,491.474
109,4,19,0,1,Friday,421.186
109,4,19,0,2,Friday,381.319
109,4,19,0,3,Friday,367.392
109,4,19,0,4,Friday,365.367
109,4,19,0,5,Friday,376.17
109,4,19,0,6,Friday,438.517
109,4,19,0,7,Friday,595.783
109,4,19,0,8,Friday,662.737
109,4,19,0,9,Friday,607.251
109,4,19,0,10,Friday,581.662
109,4,19,0,11,Friday,595.761
109,4,19,0,12,Friday,608.378
109,4,19,0,13,Friday,633.388
109,4,19,0,14,Friday,599.397
109,4,19,0,15,Friday,624.878
109,4,19,0,16,Friday,754.702
109,4,19,0,17,Friday,1119.17
109,4,19,0,18,Friday,1452.512
109,4,19,0,19,Friday,1338.304
109,4,19,0,20,Friday,1127.002
109,4,19,0,21,Friday,938.653
109,4,19,0,22,Friday,776.766
109,4,19,0,23,Friday,603.41
109,4,19,0,24,Friday,491.474
110,4,20,0,1,Saturday,445.843
110,4,20,0,2,Saturday,393.997
110,4,20,0,3,Saturday,369.982
110,4,20,0,4,Saturday,364.782
110,4,20,0,5,Saturday,371.93
110,4,20,0,6,Saturday,387.485
110,4,20,0,7,Saturday,472.67
110,4,20,0,8,Saturday,605.47
110,4,20,0,9,Saturday,697.663
110,4,20,0,10,Saturday,787.551
110,4,20,0,11,Saturday,865.457
110,4,20,0,12,Saturday,881.378
110,4,20,0,13,Saturday,839.495
110,4,20,0,14,Saturday,839.577
110,4,20,0,15,Saturday,805.005
110,4,20,0,16,Saturday,891.599
110,4,20,0,17,Saturday,1153.224
110,4,20,0,18,Saturday,1325.023
110,4,20,0,19,Saturday,1208.335
110,4,20,0,20,Saturday,1019.081
110,4,20,0,21,Saturday,886.743
110,4,20,0,22,Saturday,753.739
110,4,20,0,23,Saturday,595.242
110,4,20,0,24,Saturday,509.468
111,4,21,0,1,Sunday,445.843
111,4,21,0,2,Sunday,393.997
111,4,21,0,3,Sunday,369.982
111,4,21,0,4,Sunday,364.782
111,4,21,0,5,Sunday,371.93
111,4,21,0,6,Sunday,387.485
111,4,21,0,7,Sunday,472.67
111,4,21,0,8,Sunday,605.47
111,4,21,0,9,Sunday,697.663
111,4,21,0,10,Sunday,787.551
111,4,21,0,11,Sunday,865.457
111,4,21,0,12,Sunday,881.378
111,4,21,0,13,Sunday,839.495
111,4,21,0,14,Sunday,839.577
111,4,21,0,15,Sunday,805.005
111,4,21,0,16,Sunday,891.599
111,4,21,0,17,Sunday,1153.224
111,4,21,0,18,Sunday,1325.023
111,4,21,0,19,Sunday,1208.335
111,4,21,0,20,Sunday,1019.081
111,4,21,0,21,Sunday,886.743
111,4,21,0,22,Sunday,753.739
111,4,21,0,23,Sunday,595.242
111,4,21,0,24,Sunday,509.468
112,4,22,0,1,Monday,421.186
112,4,22,0,2,Monday,381.319
112,4,22,0,3,Monday,367.392
112,4,22,0,4,Monday,365.367
112,4,22,0,5,Monday,376.17
112,4,22,0,6,Monday,438.517
112,4,22,0,7,Monday,595.783
112,4,22,0,8,Monday,662.737
112,4,22,0,9,Monday,607.251
112,4,22,0,10,Monday,581.662
112,4,22,0,11,Monday,595.761
112,4,22,0,12,Monday,608.378
112,4,22,0,13,Monday,633.388
112,4,22,0,14,Monday,599.397
112,4,22,0,15,Monday,624.878
112,4,22,0,16,Monday,754.702
112,4,22,0,17,Monday,1119.17
112,4,22,0,18,Monday,1452.512
112,4,22,0,19,Monday,1338.304
112,4,22,0,20,Monday,1127.002
112,4,22,0,21,Monday,938.653
112,4,22,0,22,Monday,776.766
112,4,22,0,23,Monday,603.41
112,4,22,0,24,Monday,491.474
113,4,23,0,1,Tuesday,421.186
113,4,23,0,2,Tuesday,381.319
113,4,23,0,3,Tuesday,367.392
113,4,23,0,4,Tuesday,365.367
113,4,23,0,5,Tuesday,376.17
113,4,23,0,6,Tuesday,438.517
113,4,23,0,7,Tuesday,595.783
113,4,23,0,8,Tuesday,662.737
113,4,23,0,9,Tuesday,607.251
113,4,23,0,10,Tuesday,581.662
113,4,23,0,11,Tuesday,595.761
113,4,23,0,12,Tuesday,608.378
113,4,23,0,13,Tuesday,633.388
113,4,23,0,14,Tuesday,599.397
113,4,23,0,15,Tuesday,624.878
113,4,23,0,16,Tuesday,754.702
113,4,23,0,17,Tuesday,1119.17
113,4,23,0,18,Tuesday,1452.512
113,4,23,0,19,Tuesday,1338.304
113,4,23,0,20,Tuesday,1127.002
113,4,23,0,21,Tuesday,938.653
113,4,23,0,22,Tuesday,776.766
113,4,23,0,23,Tuesday,603.41
113,4,23,0,24,Tuesday,491.474
114,4,24,0,1,Wednesday,421.186
114,4,24,0,2,Wednesday,381.319
114,4,24,0,3,Wednesday,367.392
114,4,24,0,4,Wednesday,365.367
114,4,24,0,5,Wednesday,376.17
114,4,24,0,6,Wednesday,438.517
114,4,24,0,7,Wednesday,595.783
114,4,24,0,8,Wednesday,662.737
114,4,24,0,9,Wednesday,607.251
114,4,24,0,10,Wednesday,581.662
114,4,24,0,11,Wednesday,595.761
114,4,24,0,12,Wednesday,608.378
114,4,24,0,13,Wednesday,633.388
114,4,24,0,14,Wednesday,599.397
114,4,24,0,15,Wednesday,624.878
114,4,24,0,16,Wednesday,754.702
114,4,24,0,17,Wednesday,1119.17
114,4,24,0,18,Wednesday,1452.512
114,4,24,0,19,Wednesday,1338.304
114,4,24,0,20,Wednesday,1127.002
114,4,24,0,21,Wednesday,938.653
114,4,24,0,22,Wednesday,776.766
114,4,24,0,23,Wednesday,603.41
114,4,24,0,24,Wednesday,491.474
115,4,25,0,1,Thursday,421.186
115,4,25,0,2,Thursday,381.319
115,4,25,0,3,Thursday,367.392
115,4,25,0,4,Thursday,365.367
115,4,25,0,5,Thursday,376.17
115,4,25,0,6,Thursday,438.517
115,4,25,0,7,Thursday,595.783
115,4,25,0,8,Thursday,662.737
115,4,25,0,9,Thursday,607.251
115,4,25,0,10,Thursday,581.662
115,4,25,0,11,Thursday,595.761
115,4,25,0,12,Thursday,608.378
115,4,25,0,13,Thursday,633.388
115,4,25,0,14,Thursday,599.397
115,4,25,0,15,Thursday,624.878
115,4,25,0,16,Thursday,754.702
115,4,25,0,17,Thursday,1119.17
115,4,25,0,18,Thursday,1452.512
115,4,25,0,19,Thursday,1338.304
115,4,25,0,20,Thursday,1127.002
115,4,25,0,21,Thursday,938.653
115,4,25,0,22,Thursday,776.766
115,4,25,0,23,Thursday,603.41
115,4,25,0,24,Thursday,491.474
116,4,26,0,1,Friday,421.186
116,4,26,0,2,Friday,381.319
116,4,26,0,3,Friday,367.392
116,4,26,0,4,Friday,365.367
116,4,26,0,5,Friday,376.17
116,4,26,0,6,Friday,438.517
116,4,26,0,7,Friday,595.783
116,4,26,0,8,Friday,662.737
116,4,26,0,9,Friday,607.251
116,4,26,0,10,Friday,581.662
116,4,26,0,11,Friday,595.761
116,4,26,0,12,Friday,608.378
116,4,26,0,13,Friday,633.388
116,4,26,0,14,Friday,599.397
116,4,26,0,15,Friday,624.878
116,4,26,0,16,Friday,754.702
116,4,26,0,17,Friday,1119.17
116,4,26,0,18,Friday,1452.512
116,4,26,0,19,Friday,1338.304
116,4,26,0,20,Friday,1127.002
116,4,26,0,21,Friday,938.653
116,4,26,0,22,Friday,776.766
116,4,26,0,23,Friday,603.41
116,4,26,0,24,Friday,491.474
117,4,27,0,1,Saturday,445.843
117,4,27,0,2,Saturday,393.997
117,4,27,0,3,Saturday,369.982
117,4,27,0,4,Saturday,364.782
117,4,27,0,5,Saturday,371.93
117,4,27,0,6,Saturday,387.485
117,4,27,0,7,Saturday,472.67
117,4,27,0,8,Saturday,605.47
117,4,27,0,9,Saturday,697.663
117,4,27,0,10,Saturday,787.551
117,4,27,0,11,Saturday,865.457
117,4,27,0,12,Saturday,881.378
117,4,27,0,13,Saturday,839.495
117,4,27,0,14,Saturday,839.577
117,4,27,0,15,Saturday,805.005
117,4,27,0,16,Saturday,891.599
117,4,27,0,17,Saturday,1153.224
117,4,27,0,18,Saturday,1325.023
117,4,27,0,19,Saturday,1208.335
117,4,27,0,20,Saturday,1019.081
117,4,27,0,21,Saturday,886.743
117,4,27,0,22,Saturday,753.739
117,4,27,0,23,Saturday,595.242
117,4,27,0,24,Saturday,509.468
118,4,28,0,1,Sunday,445.843
118,4,28,0,2,Sunday,393.997
118,4,28,0,3,Sunday,369.982
118,4,28,0,4,Sunday,364.782
118,4,28,0,5,Sunday,371.93
118,4,28,0,6,Sunday,387.485
118,4,28,0,7,Sunday,472.67
118,4,28,0,8,Sunday,605.47
118,4,28,0,9,Sunday,697.663
118,4,28,0,10,Sunday,787.551
118,4,28,0,11,Sunday,865.457
118,4,28,0,12,Sunday,881.378
118,4,28,0,13,Sunday,839.495
118,4,28,0,14,Sunday,839.577
118,4,28,0,15,Sunday,805.005
118,4,28,0,16,Sunday,891.599
118,4,28,0,17,Sunday,1153.224
118,4,28,0,18,Sunday,1325.023
118,4,28,0,19,Sunday,1208.335
118,4,28,0,20,Sunday,1019.081
118,4,28,0,21,Sunday,886.743
118,4,28,0,22,Sunday,753.739
118,4,28,0,23,Sunday,595.242
118,4,28,0,24,Sunday,509.468
119,4,29,0,1,Monday,421.186
119,4,29,0,2,Monday,381.319
119,4,29,0,3,Monday,367.392
119,4,29,0,4,Monday,365.367
119,4,29,0,5,Monday,376.17
119,4,29,0,6,Monday,438.517
119,4,29,0,7,Monday,595.783
119,4,29,0,8,Monday,662.737
119,4,29,0,9,Monday,607.251
119,4,29,0,10,Monday,581.662
119,4,29,0,11,Monday,595.761
119,4,29,0,12,Monday,608.378
119,4,29,0,13,Monday,633.388
119,4,29,0,14,Monday,599.397
119,4,29,0,15,Monday,624.878
119,4,29,0,16,Monday,754.702
119,4,29,0,17,Monday,1119.17
119,4,29,0,18,Monday,1452.512
119,4,29,0,19,Monday,1338.304
119,4,29,0,20,Monday,1127.002
119,4,29,0,21,Monday,938.653
119,4,29,0,22,Monday,776.766
119,4,29,0,23,Monday,603.41
119,4,29,0,24,Monday,491.474
120,4,30,0,1,Tuesday,421.186
120,4,30,0,2,Tuesday,381.319
120,4,30,0,3,Tuesday,367.392
120,4,30,0,4,Tuesday,365.367
120,4,30,0,5,Tuesday,376.17
120,4,30,0,6,Tuesday,438.517
120,4,30,0,7,Tuesday,595.783
120,4,30,0,8,Tuesday,662.737
120,4,30,0,9,Tuesday,607.251
120,4,30,0,10,Tuesday,581.662
120,4,30,0,11,Tuesday,595.761
120,4,30,0,12,Tuesday,608.378
120,4,30,0,13,Tuesday,633.388
120,4,30,0,14,Tuesday,599.397
120,4,30,0,15,Tuesday,624.878
120,4,30,0,16,Tuesday,754.702
120,4,30,0,17,Tuesday,1119.17
120,4,30,0,18,Tuesday,1452.512
120,4,30,0,19,Tuesday,1338.304
120,4,30,0,20,Tuesday,1127.002
120,4,30,0,21,Tuesday,938.653
120,4,30,0,22,Tuesday,776.766
120,4,30,0,23,Tuesday,603.41
120,4,30,0,24,Tuesday,491.474
121,5,1,0,1,Wednesday,421.186
121,5,1,0,2,Wednesday,381.319
121,5,1,0,3,Wednesday,367.392
121,5,1,0,4,Wednesday,365.367
121,5,1,0,5,Wednesday,376.17
121,5,1,0,6,Wednesday,438.517
121,5,1,0,7,Wednesday,595.783
121,5,1,0,8,Wednesday,662.737
121,5,1,0,9,Wednesday,607.251
121,5,1,0,10,Wednesday,581.662
121,5,1,0,11,Wednesday,595.761
121,5,1,0,12,Wednesday,608.378
121,5,1,0,13,Wednesday,633.388
121,5,1,0,14,Wednesday,599.397
121,5,1,0,15,Wednesday,624.878
121,5,1,0,16,Wednesday,754.702
121,5,1,0,17,Wednesday,1119.17
121,5,1,0,18,Wednesday,1452.512
121,5,1,0,19,Wednesday,1338.304
121,5,1,0,20,Wednesday,1127.002
121,5,1,0,21,Wednesday,938.653
121,5,1,0,22,Wednesday,776.766
121,5,1,0,23,Wednesday,603.41
121,5,1,0,24,Wednesday,491.474
122,5,2,0,1,Thursday,421.186
122,5,2,0,2,Thursday,381.319
122,5,2,0,3,Thursday,367.392
122,5,2,0,4,Thursday,365.367
122,5,2,0,5,Thursday,376.17
122,5,2,0,6,Thursday,438.517
122,5,2,0,7,Thursday,595.783
122,5,2,0,8,Thursday,662.737
122,5,2,0,9,Thursday,607.251
122,5,2,0,10,Thursday,581.662
122,5,2,0,11,Thursday,595.761
122,5,2,0,12,Thursday,608.378
122,5,2,0,13,Thursday,633.388
122,5,2,0,14,Thursday,599.397
122,5,2,0,15,Thursday,624.878
122,5,2,0,16,Thursday,754.702
122,5,2,0,17,Thursday,1119.17
122,5,2,0,18,Thursday,1452.512
122,5,2,0,19,Thursday,1338.304
122,5,2,0,20,Thursday,1127.002
122,5,2,0,21,Thursday,938.653
122,5,2,0,22,Thursday,776.766
122,5,2,0,23,Thursday,603.41
122,5,2,0,24,Thursday,491.474
123,5,3,0,1,Friday,421.186
123,5,3,0,2,Friday,381.319
123,5,3,0,3,Friday,367.392
123,5,3,0,4,Friday,365.367
123,5,3,0,5,Friday,376.17
123,5,3,0,6,Friday,438.517
123,5,3,0,7,Friday,595.783
123,5,3,0,8,Friday,662.737
123,5,3,0,9,Friday,607.251
123,5,3,0,10,Friday,581.662
123,5,3,0,11,Friday,595.761
123,5,3,0,12,Friday,608.378
123,5,3,0,13,Friday,633.388
123,5,3,0,14,Friday,599.397
123,5,3,0,15,Friday,624.878
123,5,3,0,16,Friday,754.702
123,5,3,0,17,Friday,1119.17
123,5,3,0,18,Friday,1452.512
123,5,3,0,19,Friday,1338.304
123,5,3,0,20,Friday,1127.002
123,5,3,0,21,Friday,938.653
123,5,3,0,22,Friday,776.766
123,5,3,0,23,Friday,603.41
123,5,3,0,24,Friday,491.474
124,5,4,0,1,Saturday,445.843
124,5,4,0,2,Saturday,393.997
124,5,4,0,3,Saturday,369.982
124,5,4,0,4,Saturday,364.782
124,5,4,0,5,Saturday,371.93
124,5,4,0,6,Saturday,387.485
124,5,4,0,7,Saturday,472.67
124,5,4,0,8,Saturday,605.47
124,5,4,0,9,Saturday,697.663
124,5,4,0,10,Saturday,787.551
124,5,4,0,11,Saturday,865.457
124,5,4,0,12,Saturday,881.378
124,5,4,0,13,Saturday,839.495
124,5,4,0,14,Saturday,839.577
124,5,4,0,15,Saturday,805.005
124,5,4,0,16,Saturday,891.599
124,5,4,0,17,Saturday,1153.224
124,5,4,0,18,Saturday,1325.023
124,5,4,0,19,Saturday,1208.335
124,5,4,0,20,Saturday,1019.081
124,5,4,0,21,Saturday,886.743
124,5,4,0,22,Saturday,753.739
124,5,4,0,23,Saturday,595.242
124,5,4,0,24,Saturday,509.468
125,5,5,0,1,Sunday,445.843
125,5,5,0,2,Sunday,393.997
125,5,5,0,3,Sunday,369.982
125,5,5,0,4,Sunday,364.782
125,5,5,0,5,Sunday,371.93
125,5,5,0,6,Sunday,387.485
125,5,5,0,7,Sunday,472.67
125,5,5,0,8,Sunday,605.47
125,5,5,0,9,Sunday,697.663
125,5,5,0,10,Sunday,787.551
125,5,5,0,11,Sunday,865.457
125,5,5,0,12,Sunday,881.378
125,5,5,0,13,Sunday,839.495
125,5,5,0,14,Sunday,839.577
125,5,5,0,15,Sunday,805.005
125,5,5,0,16,Sunday,891.599
125,5,5,0,17,Sunday,1153.224
125,5,5,0,18,Sunday,1325.023
125,5,5,0,19,Sunday,1208.335
125,5,5,0,20,Sunday,1019.081
125,5,5,0,21,Sunday,886.743
125,5,5,0,22,Sunday,753.739
125,5,5,0,23,Sunday,595.242
125,5,5,0,24,Sunday,509.468
126,5,6,0,1,Monday,421.186
126,5,6,0,2,Monday,381.319
126,5,6,0,3,Monday,367.392
126,5,6,0,4,Monday,365.367
126,5,6,0,5,Monday,376.17
126,5,6,0,6,Monday,438.517
126,5,6,0,7,Monday,595.783
126,5,6,0,8,Monday,662.737
126,5,6,0,9,Monday,607.251
126,5,6,0,10,Monday,581.662
126,5,6,0,11,Monday,595.761
126,5,6,0,12,Monday,608.378
126,5,6,0,13,Monday,633.388
126,5,6,0,14,Monday,599.397
126,5,6,0,15,Monday,624.878
126,5,6,0,16,Monday,754.702
126,5,6,0,17,Monday,1119.17
126,5,6,0,18,Monday,1452.512
126,5,6,0,19,Monday,1338.304
126,5,6,0,20,Monday,1127.002
126,5,6,0,21,Monday,938.653
126,5,6,0,22,Monday,776.766
126,5,6,0,23,Monday,603.41
126,5,6,0,24,Monday,491.474
127,5,7,0,1,Tuesday,421.186
127,5,7,0,2,Tuesday,381.319
127,5,7,0,3,Tuesday,367.392
127,5,7,0,4,Tuesday,365.367
127,5,7,0,5,Tuesday,376.17
127,5,7,0,6,Tuesday,438.517
127,5,7,0,7,Tuesday,595.783
127,5,7,0,8,Tuesday,662.737
127,5,7,0,9,Tuesday,607.251
127,5,7,0,10,Tuesday,581.662
127,5,7,0,11,Tuesday,595.761
127,5,7,0,12,Tuesday,608.378
127,5,7,0,13,Tuesday,633.388
127,5,7,0,14,Tuesday,599.397
127,5,7,0,15,Tuesday,624.878
127,5,7,0,16,Tuesday,754.702
127,5,7,0,17,Tuesday,1119.17
127,5,7,0,18,Tuesday,1452.512
127,5,7,0,19,Tuesday,1338.304
127,5,7,0,20,Tuesday,1127.002
127,5,7,0,21,Tuesday,938.653
127,5,7,0,22,Tuesday,776.766
127,5,7,0,23,Tuesday,603.41
127,5,7,0,24,Tuesday,491.474
128,5,8,0,1,Wednesday,421.186
128,5,8,0,2,Wednesday,381.319
128,5,8,0,3,Wednesday,367.392
128,5,8,0,4,Wednesday,365.367
128,5,8,0,5,Wednesday,376.17
128,5,8,0,6,Wednesday,438.517
128,5,8,0,7,Wednesday,595.783
128,5,8,0,8,Wednesday,662.737
128,5,8,0,9,Wednesday,607.251
128,5,8,0,10,Wednesday,581.662
128,5,8,0,11,Wednesday,595.761
128,5,8,0,12,Wednesday,608.378
128,5,8,0,13,Wednesday,633.388
128,5,8,0,14,Wednesday,599.397
128,5,8,0,15,Wednesday,624.878
128,5,8,0,16,Wednesday,754.702
128,5,8,0,17,Wednesday,1119.17
128,5,8,0,18,Wednesday,1452.512
128,5,8,0,19,Wednesday,1338.304
128,5,8,0,20,Wednesday,1127.002
128,5,8,0,21,Wednesday,938.653
128,5,8,0,22,Wednesday,776.766
128,5,8,0,23,Wednesday,603.41
128,5,8,0,24,Wednesday,491.474
129,5,9,0,1,Thursday,421.186
129,5,9,0,2,Thursday,381.319
129,5,9,0,3,Thursday,367.392
129,5,9,0,4,Thursday,365.367
129,5,9,0,5,Thursday,376.17
129,5,9,0,6,Thursday,438.517
129,5,9,0,7,Thursday,595.783
129,5,9,0,8,Thursday,662.737
129,5,9,0,9,Thursday,607.251
129,5,9,0,10,Thursday,581.662
129,5,9,0,11,Thursday,595.761
129,5,9,0,12,Thursday,608.378
129,5,9,0,13,Thursday,633.388
129,5,9,0,14,Thursday,599.397
129,5,9,0,15,Thursday,624.878
129,5,9,0,16,Thursday,754.702
129,5,9,0,17,Thursday,1119.17
129,5,9,0,18,Thursday,1452.512
129,5,9,0,19,Thursday,1338.304
129,5,9,0,20,Thursday,1127.002
129,5,9,0,21,Thursday,938.653
129,5,9,0,22,Thursday,776.766
129,5,9,0,23,Thursday,603.41
129,5,9,0,24,Thursday,491.474
130,5,10,0,1,Friday,421.186
130,5,10,0,2,Friday,381.319
130,5,10,0,3,Friday,367.392
130,5,10,0,4,Friday,365.367
130,5,10,0,5,Friday,376.17
130,5,10,0,6,Friday,438.517
130,5,10,0,7,Friday,595.783
130,5,10,0,8,Friday,662.737
130,5,10,0,9,Friday,607.251
130,5,10,0,10,Friday,581.662
130,5,10,0,11,Friday,595.761
130,5,10,0,12,Friday,608.378
130,5,10,0,13,Friday,633.388
130,5,10,0,14,Friday,599.397
130,5,10,0,15,Friday,624.878
130,5,10,0,16,Friday,754.702
130,5,10,0,17,Friday,1119.17
130,5,10,0,18,Friday,1452.512
130,5,10,0,19,Friday,1338.304
130,5,10,0,20,Friday,1127.002
130,5,10,0,21,Friday,938.653
130,5,10,0,22,Friday,776.766
130,5,10,0,23,Friday,603.41
130,5,10,0,24,Friday,491.474
131,5,11,0,1,Saturday,445.843
131,5,11,0,2,Saturday,393.997
131,5,11,0,3,Saturday,369.982
131,5,11,0,4,Saturday,364.782
131,5,11,0,5,Saturday,371.93
131,5,11,0,6,Saturday,387.485
131,5,11,0,7,Saturday,472.67
131,5,11,0,8,Saturday,605.47
131,5,11,0,9,Saturday,697.663
131,5,11,0,10,Saturday,787.551
131,5,11,0,11,Saturday,865.457
131,5,11,0,12,Saturday,881.378
131,5,11,0,13,Saturday,839.495
131,5,11,0,14,Saturday,839.577
131,5,11,0,15,Saturday,805.005
131,5,11,0,16,Saturday,891.599
131,5,11,0,17,Saturday,1153.224
131,5,11,0,18,Saturday,1325.023
131,5,11,0,19,Saturday,1208.335
131,5,11,0,20,Saturday,1019.081
131,5,11,0,21,Saturday,886.743
131,5,11,0,22,Saturday,753.739
131,5,11,0,23,Saturday,595.242
131,5,11,0,24,Saturday,509.468
132,5,12,0,1,Sunday,445.843
132,5,12,0,2,Sunday,393.997
132,5,12,0,3,Sunday,369.982
132,5,12,0,4,Sunday,364.782
132,5,12,0,5,Sunday,371.93
132,5,12,0,6,Sunday,387.485
132,5,12,0,7,Sunday,472.67
132,5,12,0,8,Sunday,605.47
132,5,12,0,9,Sunday,697.663
132,5,12,0,10,Sunday,787.551
132,5,12,0,11,Sunday,865.457
